Name; Probe ID,Description (GNF1M; Sanger),Phylogenetic Age,process_5,function_5,component_10,Probe ID,olfactory bulb,frontal cortex,cerebral cortex,hippocampus,dorsal striatum,preoptic,hypothalamus,amygdala,cerebellum,pituitary
Mx2; gnf1m02542_a_at,myxovirus (influenza virus) resistance 1; myxovirus (influenza virus) resistance 2,,innate immune response:GO:0045087,pyrophosphatase activity:GO:0016462,cytoplasm:GO:0005737,gnf1m02542_a_at,348,276,263,295.6,286.6,166.4,298,297,349.6,274.6
Mxi1; gnf1m02543_a_at,Max interacting protein 1,Z,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",transcriptional repressor activity:GO:0016564,nucleus:GO:0005634,gnf1m02543_a_at,948,767.7,659.7,560.9,529.8,469.4,559.4,575.1,915.5,690.7
Myc; gnf1m02544_a_at,myelocytomatosis oncogene,Z,regulation of apoptosis:GO:0042981,protein binding:GO:0005515,spindle:GO:0005819,gnf1m02544_a_at,62.7,126.1,130.8,59,144.4,143.3,118.1,103.4,74.9,101.4
Mycs; gnf1m02545_a_at,"myc-like oncogene, s-myc protein",M,apoptosis:GO:0006915,transcription factor activity:GO:0003700,nucleus:GO:0005634,gnf1m02545_a_at,29.1,76.6,82.9,16.6,10.8,39.5,16.2,61.9,76.9,55.6
Myh6; gnf1m02546_s_at,"myosin, heavy polypeptide 6, cardiac muscle, alpha",E,visceral muscle development:GO:0007522,calmodulin binding:GO:0005516,striated muscle thick filament:GO:0005863,gnf1m02546_s_at,16.7,15.9,18.3,17.9,15.7,98.5,14.8,110.2,6.6,5.6
Myl2; gnf1m02547_a_at,"myosin, light polypeptide 2, regulatory, cardiac, slow",E,muscle development:GO:0007517,calcium ion binding:GO:0005509,myosin:GO:0016459,gnf1m02547_a_at,42,91,143.4,95.7,38.3,19.4,65.1,104.3,104.5,95.6
Myo15; gnf1m02548_at,myosin XV,E,inner ear morphogenesis:GO:0042472,ATP binding:GO:0005524,myosin:GO:0016459,gnf1m02548_at,218.2,146.2,118.5,119.5,181.6,171.5,146.3,170.6,320.8,307.3
Myo1b; gnf1m02549_a_at,myosin IB,E,,ATP binding:GO:0005524,myosin:GO:0016459,gnf1m02549_a_at,59.7,218.8,113.4,48.8,259,28.1,123.5,137.4,48.5,428.2
Myo5a; gnf1m02550_a_at,RIKEN cDNA 9630007J19 gene; myosin Va,E,cytoskeleton organization and biogenesis:GO:0007010,microfilament motor activity:GO:0000146,myosin:GO:0016459,gnf1m02550_a_at,493,750.8,485.3,306.2,424.8,322,476.6,458.5,392.6,215.9
Myoc; gnf1m02551_a_at,myocilin,Z,,latrotoxin receptor activity:GO:0016524,membrane:GO:0016020,gnf1m02551_a_at,13.2,119.9,79.8,125.5,30.5,120.7,162.8,11.9,101.4,344.7
Myod1; gnf1m02552_a_at,myogenic differentiation 1,Z,myoblast differentiation:GO:0045445,protein binding:GO:0005515,nucleus:GO:0005634,gnf1m02552_a_at,11.2,115.8,61,15.6,81.6,64.5,68.1,81.8,111.6,120.8
Myom1; gnf1m02553_a_at,myomesin 1,,muscle development:GO:0007517,structural constituent of cytoskeleton:GO:0005200,striated muscle thick filament:GO:0005863,gnf1m02553_a_at,33.9,82.6,68.8,85.8,92.6,114.2,34.3,70,82.9,69.2
Birc1e; gnf1m02554_a_at,baculoviral IAP repeat-containing 1e; baculoviral IAP repeat-containing 1c,E,regulation of apoptosis:GO:0042981,,intracellular:GO:0005622,gnf1m02554_a_at,106.1,99.4,70.4,122.4,96,73.8,115.3,89.7,82.1,79.8
Birc1e; gnf1m02555_a_at,baculoviral IAP repeat-containing 1b; baculoviral IAP repeat-containing 1c,E,defense response to pathogen:GO:0042829,pyrophosphatase activity:GO:0016462,intracellular:GO:0005622,gnf1m02555_a_at,33,72.1,69.3,48,90.7,62.6,22.3,69.9,15.2,63.8
Nat2; gnf1m02556_a_at,N-acetyltransferase 2 (arylamine N-acetyltransferase),U,metabolism:GO:0008152,transferase activity:GO:0016740,,gnf1m02556_a_at,127.3,108.7,114.4,144,116.2,136.8,84.6,107.9,172,176
Ncoa1; gnf1m02557_a_at,nuclear receptor coactivator 1,Z,signal transduction:GO:0007165,transcription regulator activity:GO:0030528,nucleus:GO:0005634,gnf1m02557_a_at,396.4,400.9,331.8,436.9,476,313.4,433.6,538.6,358.9,265.1
Ndph; gnf1m02558_a_at,Norrie disease homolog,M,,,extracellular space:GO:0005615,gnf1m02558_a_at,388.4,351.2,357.7,425,235.7,251,387.5,347.7,472.4,253.9
Nedd4; gnf1m02559_at,"neural precursor cell expressed, developmentally down-regulted gene 4",,biopolymer modification:GO:0043412,ligase activity:GO:0016874,cytosol:GO:0005829,gnf1m02559_at,1275.1,1098.3,872.7,1063.6,1125.1,1820,1480.5,1519.5,1027.7,1358.1
gnf1m02560_a_at,septin 2,E,cell cycle:GO:0007049,GTP binding:GO:0005525,synaptosome:GO:0019717,gnf1m02560_a_at,945.2,974.9,830.8,774.7,1139.1,833.7,1092.7,942.7,1229.8,2645.9
Nek2; gnf1m02561_a_at,NIMA (never in mitosis gene a)-related expressed kinase 2,E,cell division:GO:0051301,transferase activity:GO:0016740,midbody:GO:0030496,gnf1m02561_a_at,108.5,120.2,100.9,114,141.3,90.2,46.2,97,119.9,150.6
Neurog1; gnf1m02562_at,neurogenin 1,Z,cell fate commitment:GO:0045165,transcription regulator activity:GO:0030528,nucleus:GO:0005634,gnf1m02562_at,160.7,208,247.3,163.3,251.3,161.7,297.3,176.9,124.8,299.9
Nfatc2; gnf1m02563_s_at,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2",Z,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",protein binding:GO:0005515,cytoplasm:GO:0005737,gnf1m02563_s_at,252.2,286.1,245.7,263.6,326.5,201,237,268.5,224.9,192.5
Nfe2l2; gnf1m02564_a_at,"nuclear factor, erythroid derived 2, like 2",Z,regulation of embryonic development:GO:0045995,transcription factor activity:GO:0003700,nucleus:GO:0005634,gnf1m02564_a_at,296.7,297.3,283.2,280.9,285.2,232.9,273.3,232,340.9,704.7
Nfe2l3; gnf1m02565_a_at,"nuclear factor, erythroid derived 2, like 3",Z,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",DNA binding:GO:0003677,nucleus:GO:0005634,gnf1m02565_a_at,14.3,52,45,19,18.8,75.2,39.6,10.1,20.7,13.8
Nfia; gnf1m02566_a_at,nuclear factor I/A,Z,,,,gnf1m02566_a_at,109.9,128.3,113.1,171.4,66.8,38.2,117.8,101,175.3,117.6
Nfix; gnf1m02567_a_at,nuclear factor I/X,Z,DNA metabolism:GO:0006259,transcription factor activity:GO:0003700,nucleus:GO:0005634,gnf1m02567_a_at,656.1,649.7,1012.6,1203.3,532,684.9,387.7,348.1,1892.4,647.2
Nfkbil1; gnf1m02568_a_at,nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1,,,,,gnf1m02568_a_at,82.3,38.9,65.1,73,64.4,38.2,78.4,74.4,69.5,119.5
Nfs1; gnf1m02569_a_at,nitrogen fixation gene 1 (S. cerevisiae),U,metabolism:GO:0008152,transaminase activity:GO:0008483,mitochondrial matrix:GO:0005759,gnf1m02569_a_at,553.5,452.9,514.1,532.9,533.2,700.5,548.3,426.3,574.7,542.9
Ngfa; gnf1m02570_a_at,"nerve growth factor, alpha",Z,cellular protein metabolism:GO:0044267,metal ion binding:GO:0046872,extracellular space:GO:0005615,gnf1m02570_a_at,6.9,9.7,7.3,9,5.6,8.6,7,5.8,6.6,6.7
Nhlh1; gnf1m02571_a_at,nescient helix loop helix 1,Z,cell differentiation:GO:0030154,transcription regulator activity:GO:0030528,nucleus:GO:0005634,gnf1m02571_a_at,302.1,455.3,260.3,492.8,329.9,349.3,294.7,460.4,527.9,492
Nid1; gnf1m02572_a_at,nidogen 1,E,cell-matrix adhesion:GO:0007160,protein binding:GO:0005515,membrane:GO:0016020,gnf1m02572_a_at,120.1,10.7,16,13.1,42,16.4,8.3,7.6,179,237.5
Nktr; gnf1m02573_a_at,natural killer tumor recognition sequence,U,cellular protein metabolism:GO:0044267,peptide binding:GO:0042277,integral to membrane:GO:0016021,gnf1m02573_a_at,832.2,682.7,576.9,827.9,598.4,987.2,871.4,783.4,741.5,1097.4
Nkx2-2; gnf1m02574_a_at,"NK2 transcription factor related, locus 2 (Drosophila)",Z,,,,gnf1m02574_a_at,145.3,117.8,85.7,122.5,152.3,320.7,200.9,125.6,215.4,72.5
Nkx3-1; gnf1m02575_a_at,"NK-3 transcription factor, locus 1 (Drosophila)",Z,development:GO:0007275,transcription factor activity:GO:0003700,nucleus:GO:0005634,gnf1m02575_a_at,388.3,384.2,429.6,443.2,362.6,306,304.2,368.5,321.4,229.6
Mrpl40; gnf1m02576_a_at,mitochondrial ribosomal protein L40,Z,biological process unknown:GO:0000004,molecular function unknown:GO:0005554,ribonucleoprotein complex:GO:0030529,gnf1m02576_a_at,281.9,176.4,205.1,163.1,185.2,286.5,281.2,196.5,174.5,234.2
Nnat; gnf1m02577_a_at,neuronatin,M,development:GO:0007275,,,gnf1m02577_a_at,2495.2,1770.7,1442.4,4103.1,1649.8,9753.6,6042.5,3646.7,1208.9,16896.4
Nnmt; gnf1m02578_a_at,nicotinamide N-methyltransferase,Z,,transferase activity:GO:0016740,,gnf1m02578_a_at,494.4,255.2,173.8,84.6,113.3,132.1,246.9,173.7,101.9,44.3
Nos2; gnf1m02579_a_at,"nitric oxide synthase 2, inducible, macrophage",U,defense response to bacteria:GO:0042742,protein homodimerization activity:GO:0042803,perinuclear region:GO:0048471,gnf1m02579_a_at,153.1,215.7,202.1,214.7,102.9,157.6,239,148.3,192.5,210.6
Notch4; gnf1m02580_a_at,Notch gene homolog 4 (Drosophila),Z,regulation of development:GO:0050793,protein heterodimerization activity:GO:0046982,membrane:GO:0016020,gnf1m02580_a_at,150.4,62.7,91.2,46.8,167,145.9,89.3,23.8,123.5,395
Nov; gnf1m02581_a_at,nephroblastoma overexpressed gene,Z,regulation of cell growth:GO:0001558,growth factor activity:GO:0008083,extracellular region:GO:0005576,gnf1m02581_a_at,101.8,570.8,812.2,596.3,313.7,10.5,152.1,906.7,18.8,45.5
Uhrf1; gnf1m02582_a_at,"ubiquitin-like, containing PHD and RING finger domains, 1",E,biopolymer modification:GO:0043412,metal ion binding:GO:0046872,nucleus:GO:0005634,gnf1m02582_a_at,45.1,61.8,58.9,72.4,38.9,32.9,47.9,33.6,14.2,45.8
Npy1r; gnf1m02583_a_at,neuropeptide Y receptor Y1,Z,regulation of body size:GO:0040014,receptor activity:GO:0004872,integral to membrane:GO:0016021,gnf1m02583_a_at,133.8,107.9,214.4,95,101.7,135.1,163.2,192.3,26.6,32.6
Nras; gnf1m02584_a_at,neuroblastoma ras oncogene,E,small GTPase mediated signal transduction:GO:0007264,GTP binding:GO:0005525,membrane:GO:0016020,gnf1m02584_a_at,193.8,293.8,253.4,348.9,255.5,214.1,225.5,372.5,185.8,192.8
BC010250; gnf1m02585_a_at,cDNA sequence BC010250,,,,,gnf1m02585_a_at,96,89.9,76.4,107.1,79.7,7.6,112.7,78.9,30,85.5
Musk; gnf1m02586_a_at,"muscle, skeletal, receptor tyrosine kinase",Z,regulation of synaptic growth at neuromuscular junction:GO:0008582,transferase activity:GO:0016740,integral to plasma membrane:GO:0005887,gnf1m02586_a_at,182.2,211.1,254.3,189.5,232.9,216.7,214.7,238,289.5,201.8
Nsmaf; gnf1m02587_a_at,neutral sphingomyelinase (N-SMase) activation associated factor,U,,death receptor binding:GO:0005123,,gnf1m02587_a_at,746.3,575.2,483.5,587.3,550.7,759.9,796.8,571.7,735.6,766.9
Ntan1; gnf1m02588_a_at,N-terminal Asn amidase,Z,adult locomotory behavior:GO:0008344,hydrolase activity:GO:0016787,cytoplasm:GO:0005737,gnf1m02588_a_at,302.2,327.5,356.4,328.4,336.5,282.3,314.3,338.4,304,359.2
Nudc; gnf1m02589_a_at,nuclear distribution gene C homolog (Aspergillus),E,cell cycle:GO:0007049,,microtubule:GO:0005874,gnf1m02589_a_at,912.5,1140.2,1013,933.3,1201.4,1838.4,1310.1,943.9,989.9,1142.8
Numbl; gnf1m02590_a_at,numb-like,Z,forebrain development:GO:0030900,,cytoplasm:GO:0005737,gnf1m02590_a_at,644.7,640.4,864,998.4,900.4,1183.5,549.9,610,499.3,916.9
Ogg1; gnf1m02591_a_at,8-oxoguanine DNA-glycosylase 1,U,DNA metabolism:GO:0006259,lyase activity:GO:0016829,mitochondrion:GO:0005739,gnf1m02591_a_at,300.6,278.4,308.4,224.3,369.8,303.7,220.9,221.2,256.4,443.7
Olfr2; gnf1m02592_at,olfactory receptor 2,M,G-protein coupled receptor protein signaling pathway:GO:0007186,rhodopsin-like receptor activity:GO:0001584,integral to membrane:GO:0016021,gnf1m02592_at,124.9,151.5,144,197.1,106.2,123,135.9,141,181.7,123.6
Olfr49; gnf1m02593_a_at,olfactory receptor 49,M,G-protein coupled receptor protein signaling pathway:GO:0007186,rhodopsin-like receptor activity:GO:0001584,integral to membrane:GO:0016021,gnf1m02593_a_at,115.3,169.6,213,195,168.1,112.7,158.9,108,143.4,221.7
Omp; gnf1m02594_at,olfactory marker protein,,,,,gnf1m02594_at,600.1,26.1,71.5,65.5,27.9,35.6,16.2,27.9,97,78.9
Oprk1; gnf1m02595_a_at,"opioid receptor, kappa 1",Z,G-protein coupled receptor protein signaling pathway:GO:0007186,rhodopsin-like receptor activity:GO:0001584,integral to membrane:GO:0016021,gnf1m02595_a_at,338.7,461.3,346.2,313.6,410.2,372.5,347,500.7,298,363.5
Oprs1; gnf1m02596_a_at,"opioid receptor, sigma 1",E,sterol metabolism:GO:0016125,receptor activity:GO:0004872,endoplasmic reticulum:GO:0005783,gnf1m02596_a_at,587,708.8,687.2,503.5,655.1,696.6,727.9,620.4,499.7,639.4
Orc1l; gnf1m02597_a_at,"origin recognition complex, subunit 1-like (S.cereviaiae)",U,DNA metabolism:GO:0006259,ATP binding:GO:0005524,nucleus:GO:0005634,gnf1m02597_a_at,203.7,143.2,80,129.9,135.4,141.6,94.6,157,152.3,163.2
Orm2; gnf1m02598_a_at,orosomucoid 2,M,acute-phase response:GO:0006953,binding:GO:0005488,extracellular space:GO:0005615,gnf1m02598_a_at,78.4,94,83.5,43.6,92.8,68,65.5,102.8,89.2,32.3
Osmr; gnf1m02599_a_at,oncostatin M receptor,Z,cell surface receptor linked signal transduction:GO:0007166,oncostatin-M receptor activity:GO:0004924,integral to plasma membrane:GO:0005887,gnf1m02599_a_at,92.1,115.4,115.3,129.5,69.1,58.4,124.1,110.7,114.3,70.6
Hspa4l; gnf1m02600_s_at,heat shock 70kDa protein 4 like,U,response to unfolded protein:GO:0006986,unfolded protein binding:GO:0051082,cytoplasm:GO:0005737,gnf1m02600_s_at,31.7,42.6,177.2,105.7,54.6,226.3,140.8,94.2,48.8,135.1
Otp; gnf1m02601_a_at,orthopedia homolog (Drosophila),E,development:GO:0007275,transcription factor activity:GO:0003700,nucleus:GO:0005634,gnf1m02601_a_at,11.1,8.9,9.5,39.9,8.2,3.7,8.4,8.9,7.3,8.5
P2rx4; gnf1m02602_a_at,"purinergic receptor P2X, ligand-gated ion channel 4",M,ion transport:GO:0006811,ATP binding:GO:0005524,integral to membrane:GO:0016021,gnf1m02602_a_at,354,402.7,372.1,307.3,265.8,391,375.8,317.8,392.2,565.7
P2rx7; gnf1m02603_a_at,"purinergic receptor P2X, ligand-gated ion channel, 7",M,regulation of bone resorption:GO:0045124,ATP binding:GO:0005524,membrane:GO:0016020,gnf1m02603_a_at,126.5,103,132.1,202.3,102.1,62.5,140.9,177.3,124.2,137.8
Pabpc2; gnf1m02604_a_at,"poly A binding protein, cytoplasmic 2",E,RNA metabolism:GO:0016070,poly(A) binding:GO:0008143,cytoplasm:GO:0005737,gnf1m02604_a_at,149.5,64.1,176.6,67.2,111.4,116.5,104.8,24,56.9,208.7
Reg3a; gnf1m02605_a_at,pancreatitis-associated protein; regenerating islet-derived 3 alpha,Z,inflammatory response:GO:0006954,sugar binding:GO:0005529,extracellular space:GO:0005615,gnf1m02605_a_at,256.5,244.5,247.5,257,241.9,180.3,185.5,329.7,365.5,319.3
Pax2; gnf1m02606_a_at,RIKEN cDNA 1700039E22 gene; paired box gene 2,M,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",protein binding:GO:0005515,transcription factor complex:GO:0005667,gnf1m02606_a_at,6.3,5.7,6.3,7.1,10,4.7,6.2,6,10,9.3
Pax8; gnf1m02607_a_at,paired box gene 8,Z,cell differentiation:GO:0030154,ATP binding:GO:0005524,transcription factor complex:GO:0005667,gnf1m02607_a_at,357.4,455.2,497,374.5,477.6,462.7,480.6,459.6,494.9,628
Pax9; gnf1m02608_a_at,paired box gene 9,Z,organ morphogenesis:GO:0009887,transcription factor activity:GO:0003700,transcription factor complex:GO:0005667,gnf1m02608_a_at,29.7,54,253.8,211.7,233.5,166.1,198.8,32.4,50.2,68.1
Fndc3a; gnf1m02609_a_at,"phosphoenolpyruvate carboxykinase 1, cytosolic; fibronectin type III domain containing 3a",U,,,,gnf1m02609_a_at,4.8,55.4,134,45.1,63.1,8.5,23.3,33.1,61.8,25.4
Pcna; gnf1m02610_a_at,proliferating cell nuclear antigen,U,DNA metabolism:GO:0006259,DNA-directed DNA polymerase activity:GO:0003887,delta-DNA polymerase cofactor complex:GO:0005660,gnf1m02610_a_at,599.5,521.7,376.4,401.3,366.1,311.8,407.2,614.1,579.2,717.9
Pctk1; gnf1m02611_a_at,PCTAIRE-motif protein kinase 1,E,biopolymer modification:GO:0043412,transferase activity:GO:0016740,,gnf1m02611_a_at,1180.2,808.6,897.7,707.2,899.1,640.4,597.8,625.6,1400.2,882.1
Pdcd4; gnf1m02612_a_at,programmed cell death 4,E,,protein binding:GO:0005515,,gnf1m02612_a_at,431.4,378.1,467.2,578.9,789.5,990.7,592.5,693.7,243.5,696.9
Pde4d; gnf1m02613_s_at,"phosphodiesterase 4D, cAMP specific",E,signal transduction:GO:0007165,metal ion binding:GO:0046872,,gnf1m02613_s_at,190,56.9,18.5,54.6,198.2,61,53.7,90.4,38.9,236.5
Pdgfb; gnf1m02614_a_at,"platelet derived growth factor, B polypeptide",Z,regulation of amino acid metabolism:GO:0006521,growth factor activity:GO:0008083,membrane:GO:0016020,gnf1m02614_a_at,162.7,133.5,137.6,133.2,260.4,174.6,132,198.9,137.6,136.3
Pdgfra; gnf1m02615_a_at,"platelet derived growth factor receptor, alpha polypeptide",Z,odontogenesis (sensu Vertebrata):GO:0042475,platelet-derived growth factor binding:GO:0048407,integral to membrane:GO:0016021,gnf1m02615_a_at,340.2,437.2,467.8,339.9,397.5,513.3,493,457.7,296.3,257
Padi1; gnf1m02616_a_at,"peptidyl arginine deiminase, type I",M,biopolymer modification:GO:0043412,hydrolase activity:GO:0016787,,gnf1m02616_a_at,139.7,165.5,167.2,138.5,84.7,44.4,114,168.3,104.8,165.7
Padi3; gnf1m02617_a_at,"peptidyl arginine deiminase, type III",M,biopolymer modification:GO:0043412,hydrolase activity:GO:0016787,,gnf1m02617_a_at,185.3,239.5,218.1,145.3,247.3,120.9,147.2,197.7,178.7,113.2
Padi4; gnf1m02618_at,"peptidyl arginine deiminase, type IV",M,biopolymer modification:GO:0043412,hydrolase activity:GO:0016787,,gnf1m02618_at,27.6,28.6,17.5,41,17.9,8.5,32.3,14.8,13.5,11.5
Pdpk1; gnf1m02619_a_at,3-phosphoinositide dependent protein kinase-1,E,signal transduction:GO:0007165,transferase activity:GO:0016740,cytoplasmic membrane-bound vesicle:GO:0016023,gnf1m02619_a_at,315.1,283.4,369.4,287.1,269,211.2,428.2,338.2,273.3,254
Per1; gnf1m02620_a_at,period homolog 1 (Drosophila),Z,circadian rhythm:GO:0007623,protein binding:GO:0005515,nucleus:GO:0005634,gnf1m02620_a_at,135.2,40.9,56.9,50.4,53.3,37.9,30.7,33.8,36.2,66.6
Per2; gnf1m02621_a_at,period homolog 2 (Drosophila),,circadian rhythm:GO:0007623,protein binding:GO:0005515,nucleus:GO:0005634,gnf1m02621_a_at,302.9,480.6,523.2,582.1,403.6,459.2,469.3,633.2,366.9,350.6
Per3; gnf1m02622_a_at,period homolog 3 (Drosophila),Z,circadian rhythm:GO:0007623,signal transducer activity:GO:0004871,,gnf1m02622_a_at,145.8,68.3,121.5,40.3,57.8,110.7,142.3,78,126,104.3
Ncor1; gnf1m02623_at,perforin 1 (pore forming protein); nuclear receptor co-repressor 1,,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",transcriptional repressor activity:GO:0016564,nucleus:GO:0005634,gnf1m02623_at,76.4,58.3,69.5,76.3,51.1,73.5,41.1,56.2,90.7,150.6
Ncor1; gnf1m02624_s_at,perforin 1 (pore forming protein); nuclear receptor co-repressor 1,,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",transcriptional repressor activity:GO:0016564,nucleus:GO:0005634,gnf1m02624_s_at,227.9,173.8,160.1,157.8,249.1,120.3,214.6,179.4,186.2,167.9
Pftk1; gnf1m02625_a_at,PFTAIRE protein kinase 1,E,biopolymer modification:GO:0043412,transferase activity:GO:0016740,nucleus:GO:0005634,gnf1m02625_a_at,1313.2,1120,1103.7,1879.6,676.1,1035.4,832.7,1772.2,433.4,434.4
Abcb1b; gnf1m02626_a_at,"ATP-binding cassette, sub-family B (MDR/TAP), member 1B",U,transport:GO:0006810,"ATPase activity, coupled to transmembrane movement of substances:GO:0042626",intercellular canaliculus:GO:0046581,gnf1m02626_a_at,4.5,3,7.3,10.5,7.3,12.2,20.9,6.8,2.3,10.5
Abcb1a; gnf1m02627_a_at,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A",,drug transport:GO:0015893,"ATPase activity, coupled to transmembrane movement of substances:GO:0042626",intercellular canaliculus:GO:0046581,gnf1m02627_a_at,272.4,291.5,277.6,277.2,242.7,189.3,306.9,278,366.5,142.7
Phex; gnf1m02628_a_at,"phosphate regulating gene with homologies to endopeptidases on the X chromosome (hypophosphatemia, vitamin D resistant rickets)",U,ossification:GO:0001503,metalloendopeptidase activity:GO:0004222,integral to membrane:GO:0016021,gnf1m02628_a_at,26.7,16.3,68.1,10.9,135.9,55.5,11.3,12.2,92.9,15.2
Phf2; gnf1m02629_a_at,PHD finger protein 2,E,"regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabol:GO:0019219",metal ion binding:GO:0046872,nucleus:GO:0005634,gnf1m02629_a_at,121.4,131.8,112.6,108.6,156.5,68.2,109.4,119,127.2,102.6
Phkg1; gnf1m02630_a_at,phosphorylase kinase gamma 1,,muscle development:GO:0007517,transferase activity:GO:0016740,phosphorylase kinase complex:GO:0005964,gnf1m02630_a_at,65.6,52.9,39.4,73.8,21.2,50.4,59.5,50,89.6,62.7
Phxr1; gnf1m02631_a_at,per-hexamer repeat gene 1,,,,,gnf1m02631_a_at,170.2,208.2,243.2,214.3,260.7,227.6,217.9,226.5,105.6,207.2
Pigr; gnf1m02632_a_at,polymeric immunoglobulin receptor,Z,,,integral to membrane:GO:0016021,gnf1m02632_a_at,15,5.9,16.4,26.5,26.1,14.5,6.8,4,5.4,2.8
Pik3c2a; gnf1m02633_a_at,"phosphatidylinositol 3-kinase, C2 domain containing, alpha polypeptide",,cellular lipid metabolism:GO:0044255,lipid kinase activity:GO:0001727,phosphoinositide 3-kinase complex:GO:0005942,gnf1m02633_a_at,35.5,67.1,55.1,96.9,107.2,62.1,56,69.1,88.1,90.8
Pip5k3; gnf1m02634_a_at,"phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III",U,intracellular signaling cascade:GO:0007242,metal ion binding:GO:0046872,vesicle membrane:GO:0012506,gnf1m02634_a_at,147.8,90.2,108,118.6,23.1,120.5,112.8,100.1,62.4,17.9
Pira11; gnf1m02635_at,paired-Ig-like receptor B; paired-Ig-like receptor A3,,,receptor activity:GO:0004872,,gnf1m02635_at,1.4,2.3,1.7,1.9,3.6,0.7,2.2,1.4,2.2,2.2
Pira11; gnf1m02636_s_at,paired-Ig-like receptor B; paired-Ig-like receptor A3,,,receptor activity:GO:0004872,,gnf1m02636_s_at,3,2.7,2.8,2.8,1.5,2.2,1.7,1.7,12.3,5
Lilrb3; gnf1m02637_x_at,"paired-Ig-like receptor B; leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3",,dendritic cell activation:GO:0001773,,,gnf1m02637_x_at,87.7,90.8,56.5,98,200,5,72.3,106.1,15.3,60.2
Pitx1; gnf1m02638_a_at,paired-like homeodomain transcription factor 1,Z,development:GO:0007275,transcription factor activity:GO:0003700,nucleus:GO:0005634,gnf1m02638_a_at,13.2,63,48,14.1,28.1,28.7,19.1,24.1,17.9,923.5
Pitx2; gnf1m02639_a_at,paired-like homeodomain transcription factor 2,Z,regulation of cell proliferation:GO:0042127,protein binding:GO:0005515,transcription factor complex:GO:0005667,gnf1m02639_a_at,6.9,8.8,9.3,9,8.3,4.1,248.6,7.9,6.3,1223.8
Prkca; gnf1m02640_a_at,"protein kinase C, alpha",E,regulation of chemotaxis:GO:0050920,diacylglycerol binding:GO:0019992,mitochondrion:GO:0005739,gnf1m02640_a_at,698.3,308.7,234.5,429.3,232.5,313.8,303.5,311.7,330,377.1
Prkcc; gnf1m02641_a_at,"protein kinase C, gamma",E,chemosensory behavior:GO:0007635,diacylglycerol binding:GO:0019992,cytoplasm:GO:0005737,gnf1m02641_a_at,243.1,357.2,504,898.3,515.5,199.2,140.2,812,781.1,148
Prkcd; gnf1m02642_a_at,"protein kinase C, delta",E,lymphocyte activation:GO:0046649,metal ion binding:GO:0046872,membrane:GO:0016020,gnf1m02642_a_at,348,712.6,362.7,565.8,457.3,437.7,333,603.2,850.8,534.3
Pkdrej; gnf1m02643_s_at,"polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly, sea urchin homolog)-like",,G-protein coupled receptor protein signaling pathway:GO:0007186,calcium ion binding:GO:0005509,integral to membrane:GO:0016021,gnf1m02643_s_at,186.1,155.7,119.6,146.4,180.7,164.4,145,90,89.7,104.7
Pkig; gnf1m02644_a_at,"protein kinase inhibitor, gamma",M,negative regulation of protein kinase activity:GO:0006469,cAMP-dependent protein kinase inhibitor activity:GO:0004862,,gnf1m02644_a_at,492.3,417,589.3,198.9,283.7,218.5,183.7,294.7,142.4,372.7
Pla2g1b; gnf1m02645_a_at,"phospholipase A2, group IB, pancreas",Z,lipid catabolism:GO:0016042,hydrolase activity:GO:0016787,extracellular space:GO:0005615,gnf1m02645_a_at,19.3,18.5,18.7,21.8,20.5,24.4,15.2,15.2,18.9,43.3
Pla2g2a; gnf1m02646_at,"phospholipase A2, group IIA (platelets, synovial fluid)",Z,lipid catabolism:GO:0016042,hydrolase activity:GO:0016787,membrane:GO:0016020,gnf1m02646_at,125.9,181.5,173.2,170.7,82.4,144,142.2,150.2,78.3,189.1
Pla2g2d; gnf1m02647_a_at,"phospholipase A2, group IID",Z,lipid catabolism:GO:0016042,hydrolase activity:GO:0016787,extracellular space:GO:0005615,gnf1m02647_a_at,268.4,271.1,320.4,235.8,394,188.7,249.8,271.9,312,181.2
Serpinb2; gnf1m02648_a_at,"serine (or cysteine) proteinase inhibitor, clade B, member 2; serine (or cysteine) peptidase inhibitor, clade B, member 2",U,,serine-type endopeptidase activity:GO:0004252,extracellular space:GO:0005615,gnf1m02648_a_at,71.3,99.3,30.3,118.7,21.4,73.9,44,74.4,85,55.2
